Time,V(Out),
0.0132,-1.9999626400322208,
0.0133,-1.9999713237701506,
0.0134,-1.9999713336274958,
0.0135,-1.9999713336380496,
0.0136,-1.9999713336380605,
0.0137,-1.9999713336380605,
0.0138,-1.9999713336380605,
0.0139,-1.9999713336380605,
0.014,1.9931365204036442,
0.0141,1.9999626400329542,
0.0142,1.999971323770884,
0.0143,1.9999713336282292,
0.0144,1.999971333638783,
0.0145,1.9999713336387939,
0.0146,1.9999713336387939,
0.0147,1.9999713336387939,
0.0148,1.9999713336387939,
0.0149,1.9999713336387939,
0.015,1.9999713336387939,
0.0151,-1.9931365204029108,
0.0152,-1.9999626400322208,
0.0153,-1.9999713237701506,
0.0154,-1.9999713336274958,
0.0155,-1.9999713336380496,
0.0156,-1.9999713336380605,
0.0157,-1.9999713336380605,
0.0158,-1.9999713336380605,
0.0159,-1.9999713336380605,
0.016,1.9931365204036442,
0.0161,1.9999626400329542,
0.0162,1.999971323770884,
0.0163,1.9999713336282292,
0.0164,1.999971333638783,
0.0165,1.9999713336387939,
0.0166,1.9999713336387939,
0.0167,1.9999713336387939,
0.0168,1.9999713336387939,
0.0169,1.9999713336387939,
0.017,-1.9931365204029108,
0.0171,-1.9999626400322208,
0.0172,-1.9999713237701506,
0.0173,-1.9999713336274958,
0.0174,-1.9999713336380496,
0.0175,-1.9999713336380605,
0.0176,-1.9999713336380605,
0.0177,-1.9999713336380605,
0.0178,-1.9999713336380605,
0.0179,-1.9999713336380605,
0.018,-1.9999713336380605,
0.0181,1.9931365204036442,
0.0182,1.9999626400329542,
0.0183,1.999971323770884,
0.0184,1.9999713336282292,
0.0185,1.999971333638783,
0.0186,1.9999713336387939,
0.0187,1.9999713336387939,
0.0188,1.9999713336387939,
0.0189,1.9999713336387939,
0.019,-1.9931365204029108,
0.0191,-1.9999626400322208,
0.0192,-1.9999713237701506,
0.0193,-1.9999713336274958,
0.0194,-1.9999713336380496,
0.0195,-1.9999713336380605,
0.0196,-1.9999713336380605,
0.0197,-1.9999713336380605,
0.0198,-1.9999713336380605,
0.0199,-1.9999713336380605,
0.02,1.9931365204036442,
0.0201,1.9999626400329542,
0.0202,1.999971323770884,
0.0203,1.9999713336282292,
0.0204,1.999971333638783,
0.0205,1.9999713336387939,
0.0206,1.9999713336387939,
0.0207,1.9999713336387939,
0.0208,1.9999713336387939,
0.0209,1.9999713336387939,
0.021,-1.9931365204029108,
0.0211,-1.9999626400322208,
0.0212,-1.9999713237701506,
0.0213,-1.9999713336274958,
0.0214,-1.9999713336380496,
0.0215,-1.9999713336380605,
0.0216,-1.9999713336380605,
0.0217,-1.9999713336380605,
0.0218,-1.9999713336380605,
0.0219,-1.9999713336380605,
0.022,-1.9999713336380605,
0.0221,1.9931365204036442,
0.0222,1.9999626400329542,
0.0223,1.999971323770884,
0.0224,1.9999713336282292,
0.0225,1.999971333638783,
0.0226,1.9999713336387939,
0.0227,1.9999713336387939,
0.0228,1.9999713336387939,
0.0229,1.9999713336387939,
0.023,-1.9931365204029108,
0.0231,-1.9999626400322208,
0.0232,-1.9999713237701506,
0.0233,-1.9999713336274958,
0.0234,-1.9999713336380496,
0.0235,-1.9999713336380605,
0.0236,-1.9999713336380605,
0.0237,-1.9999713336380605,
0.0238,-1.9999713336380605,
0.0239,-1.9999713336380605,
0.024,1.9931365204036442,
0.0241,1.9999626400329542,
0.0242,1.999971323770884,
0.0243,1.9999713336282292,
0.0244,1.999971333638783,
0.0245,1.9999713336387939,
0.0246,1.9999713336387939,
0.0247,1.9999713336387939,
0.0248,1.9999713336387939,
0.0249,1.9999713336387939,
0.025,-1.9931365204029108,
0.0251,-1.9999626400322208,
0.0252,-1.9999713237701506,
0.0253,-1.9999713336274958,
0.0254,-1.9999713336380496,
0.0255,-1.9999713336380605,
0.0256,-1.9999713336380605,
0.0257,-1.9999713336380605,
0.0258,-1.9999713336380605,
0.0259,-1.9999713336380605,
0.026,-1.9999713336380605,
0.0261,1.9931365204036442,
0.0262,1.9999626400329542,
0.0263,1.999971323770884,
0.0264,1.9999713336282292,
0.0265,1.999971333638783,
0.0266,1.9999713336387939,
0.0267,1.9999713336387939,
0.0268,1.9999713336387939,
0.0269,1.9999713336387939,
0.027,-1.9931365204029108,
0.0271,-1.9999626400322208,
0.0272,-1.9999713237701506,
0.0273,-1.9999713336274958,
0.0274,-1.9999713336380496,
0.0275,-1.9999713336380605,
0.0276,-1.9999713336380605,
0.0277,-1.9999713336380605,
0.0278,-1.9999713336380605,
0.0279,-1.9999713336380605,
0.028,1.9931365204036442,
0.0281,1.9999626400329542,
0.0282,1.999971323770884,
0.0283,1.9999713336282292,
0.0284,1.999971333638783,
0.0285,1.9999713336387939,
0.0286,1.9999713336387939,
0.0287,1.9999713336387939,
0.0288,1.9999713336387939,
0.0289,1.9999713336387939,
0.029,-1.9931365204029108,
0.0291,-1.9999626400322208,
0.0292,-1.9999713237701506,
0.0293,-1.9999713336274958,
0.0294,-1.9999713336380496,
0.0295,-1.9999713336380605,
0.0296,-1.9999713336380605,
0.0297,-1.9999713336380605,
0.0298,-1.9999713336380605,
0.0299,-1.9999713336380605,
0.03,-1.9999713336380605,
0.0301,1.9931365204036442,
0.0302,1.9999626400329542,
0.0303,1.999971323770884,
0.0304,1.9999713336282292,
0.0305,1.999971333638783,
0.0306,1.9999713336387939,
0.0307,1.9999713336387939,
0.0308,1.9999713336387939,
0.0309,1.9999713336387939,
0.031,-1.9931365204029108,
0.0311,-1.9999626400322208,
0.0312,-1.9999713237701506,
0.0313,-1.9999713336274958,
0.0314,-1.9999713336380496,
0.0315,-1.9999713336380605,
0.0316,-1.9999713336380605,
0.0317,-1.9999713336380605,
0.0318,-1.9999713336380605,
0.0319,-1.9999713336380605,
0.032,1.9931365204036442,
0.0321,1.9999626400329542,
0.0322,1.999971323770884,
0.0323,1.9999713336282292,
0.0324,1.999971333638783,
0.0325,1.9999713336387939,
0.0326,1.9999713336387939,
0.0327,1.9999713336387939,
0.0328,1.9999713336387939,
0.0329,1.9999713336387939,
0.033,-1.9931365204029108,
0.0331,-1.9999626400322208,
0.0332,-1.9999713237701506,
0.0333,-1.9999713336274958,
0.0334,-1.9999713336380496,
0.0335,-1.9999713336380605,
0.0336,-1.9999713336380605,
0.0337,-1.9999713336380605,
0.0338,-1.9999713336380605,
0.0339,-1.9999713336380605,
0.034,1.9931365204036442,
0.0341,1.9999626400329542,
0.0342,1.999971323770884,
0.0343,1.9999713336282292,
0.0344,1.999971333638783,
0.0345,1.9999713336387939,
0.0346,1.9999713336387939,
0.0347,1.9999713336387939,
0.0348,1.9999713336387939,
0.0349,1.9999713336387939,
0.035,-1.9931365204029108,
0.0351,-1.9999626400322208,
0.0352,-1.9999713237701506,
0.0353,-1.9999713336274958,
0.0354,-1.9999713336380496,
0.0355,-1.9999713336380605,
0.0356,-1.9999713336380605,
0.0357,-1.9999713336380605,
0.0358,-1.9999713336380605,
0.0359,-1.9999713336380605,
0.036,-1.9999713336380605,
0.0361,1.9931365204036442,
0.0362,1.9999626400329542,
0.0363,1.999971323770884,
0.0364,1.9999713336282292,
0.0365,1.999971333638783,
0.0366,1.9999713336387939,
0.0367,1.9999713336387939,
0.0368,1.9999713336387939,
0.0369,1.9999713336387939,
0.037,-1.9931365204029108,
0.0371,-1.9999626400322208,
0.0372,-1.9999713237701506,
0.0373,-1.9999713336274958,
0.0374,-1.9999713336380496,
0.0375,-1.9999713336380605,
0.0376,-1.9999713336380605,
0.0377,-1.9999713336380605,
0.0378,-1.9999713336380605,
0.0379,-1.9999713336380605,
0.038,1.9931365204036442,
0.0381,1.9999626400329542,
0.0382,1.999971323770884,
0.0383,1.9999713336282292,
0.0384,1.999971333638783,
0.0385,1.9999713336387939,
0.0386,1.9999713336387939,
0.0387,1.9999713336387939,
0.0388,1.9999713336387939,
0.0389,1.9999713336387939,
0.039,-1.9931365204029108,
0.0391,-1.9999626400322208,
0.0392,-1.9999713237701506,
0.0393,-1.9999713336274958,
0.0394,-1.9999713336380496,
0.0395,-1.9999713336380605,
0.0396,-1.9999713336380605,
0.0397,-1.9999713336380605,
0.0398,-1.9999713336380605,
0.0399,-1.9999713336380605,
0.04,1.9931365204036442,
0.0401,1.9999626400329542,
0.0402,1.999971323770884,
0.0403,1.9999713336282292,
0.0404,1.999971333638783,
0.0405,1.9999713336387939,
0.0406,1.9999713336387939,
0.0407,1.9999713336387939,
0.0408,1.9999713336387939,
0.0409,1.9999713336387939,
0.041,-1.9931365204029108,
0.0411,-1.9999626400322208,
0.0412,-1.9999713237701506,
0.0413,-1.9999713336274958,
0.0414,-1.9999713336380496,
0.0415,-1.9999713336380605,
0.0416,-1.9999713336380605,
0.0417,-1.9999713336380605,
0.0418,-1.9999713336380605,
0.0419,-1.9999713336380605,
0.042,1.9931365204036442,
0.0421,1.9999626400329542,
0.0422,1.999971323770884,
0.0423,1.9999713336282292,
0.0424,1.999971333638783,
0.0425,1.9999713336387939,
0.0426,1.9999713336387939,
0.0427,1.9999713336387939,
0.0428,1.9999713336387939,
0.0429,1.9999713336387939,
0.043,1.9999713336387939,
0.0431,-1.9931365204029108,
0.0432,-1.9999626400322208,
0.0433,-1.9999713237701506,
0.0434,-1.9999713336274958,
0.0435,-1.9999713336380496,
0.0436,-1.9999713336380605,
0.0437,-1.9999713336380605,
0.0438,-1.9999713336380605,
0.0439,-1.9999713336380605,
0.044,-1.9999713336380605,
0.0441,1.9931365204036442,
0.0442,1.9999626400329542,
0.0443,1.999971323770884,
0.0444,1.9999713336282292,
0.0445,1.999971333638783,
0.0446,1.9999713336387939,
0.0447,1.9999713336387939,
0.0448,1.9999713336387939,
0.0449,1.9999713336387939,
0.045,1.9999713336387939,
0.0451,-1.9931365204029108,
0.0452,-1.9999626400322208,
0.0453,-1.9999713237701506,
0.0454,-1.9999713336274958,
0.0455,-1.9999713336380496,
0.0456,-1.9999713336380605,
0.0457,-1.9999713336380605,
0.0458,-1.9999713336380605,
0.0459,-1.9999713336380605,
0.046,1.9931365204036442,
0.0461,1.9999626400329542,
0.0462,1.999971323770884,
0.0463,1.9999713336282292,
0.0464,1.999971333638783,
0.0465,1.9999713336387939,
0.0466,1.9999713336387939,
0.0467,1.9999713336387939,
0.0468,1.9999713336387939,
0.0469,1.9999713336387939,
0.047,1.9999713336387939,
0.0471,-1.9931365204029108,
0.0472,-1.9999626400322208,
0.0473,-1.9999713237701506,
0.0474,-1.9999713336274958,
0.0475,-1.9999713336380496,
0.0476,-1.9999713336380605,
0.0477,-1.9999713336380605,
0.0478,-1.9999713336380605,
0.0479,-1.9999713336380605,
0.048,1.9931365204036442,
0.0481,1.9999626400329542,
0.0482,1.999971323770884,
0.0483,1.9999713336282292,
0.0484,1.999971333638783,
0.0485,1.9999713336387939,
0.0486,1.9999713336387939,
0.0487,1.9999713336387939,
0.0488,1.9999713336387939,
0.0489,1.9999713336387939,
0.049,-1.9931365204029108,
0.0491,-1.9999626400322208,
0.0492,-1.9999713237701506,
0.0493,-1.9999713336274958,
0.0494,-1.9999713336380496,
0.0495,-1.9999713336380605,
0.0496,-1.9999713336380605,
0.0497,-1.9999713336380605,
0.0498,-1.9999713336380605,
0.0499,-1.9999713336380605,
0.05,1.9931365204036442,
0.0501,1.9999626400329542,
0.0502,1.999971323770884,
0.0503,1.9999713336282292,
0.0504,1.999971333638783,
0.0505,1.9999713336387939,
0.0506,1.9999713336387939,
0.0507,1.9999713336387939,
0.0508,1.9999713336387939,
0.0509,1.9999713336387939,
0.051,1.9999713336387939,
0.0511,-1.9931365204029108,
0.0512,-1.9999626400322208,
0.0513,-1.9999713237701506,
0.0514,-1.9999713336274958,
0.0515,-1.9999713336380496,
0.0516,-1.9999713336380605,
0.0517,-1.9999713336380605,
0.0518,-1.9999713336380605,
0.0519,-1.9999713336380605,
0.052,-1.9999713336380605,
0.0521,1.9931365204036442,
0.0522,1.9999626400329542,
0.0523,1.999971323770884,
0.0524,1.9999713336282292,
0.0525,1.999971333638783,
0.0526,1.9999713336387939,
0.0527,1.9999713336387939,
0.0528,1.9999713336387939,
0.0529,1.9999713336387939,
0.053,1.9999713336387939,
0.0531,-1.9931365204029108,
0.0532,-1.9999626400322208,
0.0533,-1.9999713237701506,
0.0534,-1.9999713336274958,
0.0535,-1.9999713336380496,
0.0536,-1.9999713336380605,
0.0537,-1.9999713336380605,
0.0538,-1.9999713336380605,
0.0539,-1.9999713336380605,
0.054,1.9931365204036442,
0.0541,1.9999626400329542,
0.0542,1.999971323770884,
0.0543,1.9999713336282292,
0.0544,1.999971333638783,
0.0545,1.9999713336387939,
0.0546,1.9999713336387939,
0.0547,1.9999713336387939,
0.0548,1.9999713336387939,
0.0549,1.9999713336387939,
0.055,1.9999713336387939,
0.0551,-1.9931365204029108,
0.0552,-1.9999626400322208,
0.0553,-1.9999713237701506,
0.0554,-1.9999713336274958,
0.0555,-1.9999713336380496,
0.0556,-1.9999713336380605,
0.0557,-1.9999713336380605,
0.0558,-1.9999713336380605,
0.0559,-1.9999713336380605,
0.056,1.9931365204036442,
0.0561,1.9999626400329542,
0.0562,1.999971323770884,
0.0563,1.9999713336282292,
0.0564,1.999971333638783,
0.0565,1.9999713336387939,
0.0566,1.9999713336387939,
0.0567,1.9999713336387939,
0.0568,1.9999713336387939,
0.0569,1.9999713336387939,
0.057,-1.9931365204029108,
0.0571,-1.9999626400322208,
0.0572,-1.9999713237701506,
0.0573,-1.9999713336274958,
0.0574,-1.9999713336380496,
0.0575,-1.9999713336380605,
0.0576,-1.9999713336380605,
0.0577,-1.9999713336380605,
0.0578,-1.9999713336380605,
0.0579,-1.9999713336380605,
0.058,1.9931365204036442,
0.0581,1.9999626400329542,
0.0582,1.999971323770884,
0.0583,1.9999713336282292,
0.0584,1.999971333638783,
0.0585,1.9999713336387939,
0.0586,1.9999713336387939,
0.0587,1.9999713336387939,
0.0588,1.9999713336387939,
0.0589,1.9999713336387939,
0.059,1.9999713336387939,
0.0591,-1.9931365204029108,
0.0592,-1.9999626400322208,
0.0593,-1.9999713237701506,
0.0594,-1.9999713336274958,
0.0595,-1.9999713336380496,
0.0596,-1.9999713336380605,
0.0597,-1.9999713336380605,
0.0598,-1.9999713336380605,
0.0599,-1.9999713336380605,
0.06,-1.9999713336380605,
0.0601,1.9931365204036442,
0.0602,1.9999626400329542,
0.0603,1.999971323770884,
0.0604,1.9999713336282292,
0.0605,1.999971333638783,
0.0606,1.9999713336387939,
0.0607,1.9999713336387939,
0.0608,1.9999713336387939,
0.0609,1.9999713336387939,
0.061,1.9999713336387939,
0.0611,-1.9931365204029108,
0.0612,-1.9999626400322208,
0.0613,-1.9999713237701506,
0.0614,-1.9999713336274958,
0.0615,-1.9999713336380496,
0.0616,-1.9999713336380605,
0.0617,-1.9999713336380605,
0.0618,-1.9999713336380605,
0.0619,-1.9999713336380605,
0.062,1.9931365204036442,
0.0621,1.9999626400329542,
0.0622,1.999971323770884,
0.0623,1.9999713336282292,
0.0624,1.999971333638783,
0.0625,1.9999713336387939,
0.0626,1.9999713336387939,
0.0627,1.9999713336387939,
0.0628,1.9999713336387939,
0.0629,1.9999713336387939,
0.063,1.9999713336387939,
0.0631,-1.9931365204029108,
0.0632,-1.9999626400322208,
0.0633,-1.9999713237701506,
0.0634,-1.9999713336274958,
0.0635,-1.9999713336380496,
0.0636,-1.9999713336380605,
0.0637,-1.9999713336380605,
0.0638,-1.9999713336380605,
0.0639,-1.9999713336380605,
0.064,1.9931365204036442,
0.0641,1.9999626400329542,
0.0642,1.999971323770884,
0.0643,1.9999713336282292,
0.0644,1.999971333638783,
0.0645,1.9999713336387939,
0.0646,1.9999713336387939,
0.0647,1.9999713336387939,
0.0648,1.9999713336387939,
0.0649,1.9999713336387939,
0.065,-1.9931365204029108,
0.0651,-1.9999626400322208,
0.0652,-1.9999713237701506,
0.0653,-1.9999713336274958,
0.0654,-1.9999713336380496,
0.0655,-1.9999713336380605,
0.0656,-1.9999713336380605,
0.0657,-1.9999713336380605,
0.0658,-1.9999713336380605,
0.0659,-1.9999713336380605,
0.066,1.9931365204036442,
0.0661,1.9999626400329542,
0.0662,1.999971323770884,
0.0663,1.9999713336282292,
0.0664,1.999971333638783,
0.0665,1.9999713336387939,
0.0666,1.9999713336387939,
0.0667,1.9999713336387939,
0.0668,1.9999713336387939,
0.0669,1.9999713336387939,
0.067,-1.9931365204029108,
0.0671,-1.9999626400322208,
0.0672,-1.9999713237701506,
0.0673,-1.9999713336274958,
0.0674,-1.9999713336380496,
0.0675,-1.9999713336380605,
0.0676,-1.9999713336380605,
0.0677,-1.9999713336380605,
0.0678,-1.9999713336380605,
0.0679,-1.9999713336380605,
0.068,1.9931365204036442,
0.0681,1.9999626400329542,
0.0682,1.999971323770884,
0.0683,1.9999713336282292,
0.0684,1.999971333638783,
0.0685,1.9999713336387939,
0.0686,1.9999713336387939,
0.0687,1.9999713336387939,
0.0688,1.9999713336387939,
0.0689,1.9999713336387939,
0.069,-1.9931365204029108,
0.0691,-1.9999626400322208,
0.0692,-1.9999713237701506,
0.0693,-1.9999713336274958,
0.0694,-1.9999713336380496,
0.0695,-1.9999713336380605,
0.0696,-1.9999713336380605,
0.0697,-1.9999713336380605,
0.0698,-1.9999713336380605,
0.0699,-1.9999713336380605,
0.07,1.9931365204036442,
0.0701,1.9999626400329542,
0.0702,1.999971323770884,
0.0703,1.9999713336282292,
0.0704,1.999971333638783,
0.0705,1.9999713336387939,
0.0706,1.9999713336387939,
0.0707,1.9999713336387939,
0.0708,1.9999713336387939,
0.0709,1.9999713336387939,
0.071,1.9999713336387939,
0.0711,-1.9931365204029108,
0.0712,-1.9999626400322208,
0.0713,-1.9999713237701506,
0.0714,-1.9999713336274958,
0.0715,-1.9999713336380496,
0.0716,-1.9999713336380605,
0.0717,-1.9999713336380605,
0.0718,-1.9999713336380605,
0.0719,-1.9999713336380605,
0.072,-1.9999713336380605,
0.0721,1.9931365204036442,
0.0722,1.9999626400329542,
0.0723,1.999971323770884,
0.0724,1.9999713336282292,
0.0725,1.999971333638783,
0.0726,1.9999713336387939,
0.0727,1.9999713336387939,
0.0728,1.9999713336387939,
0.0729,1.9999713336387939,
0.073,1.9999713336387939,
0.0731,-1.9931365204029108,
0.0732,-1.9999626400322208,
0.0733,-1.9999713237701506,
0.0734,-1.9999713336274958,
0.0735,-1.9999713336380496,
0.0736,-1.9999713336380605,
0.0737,-1.9999713336380605,
0.0738,-1.9999713336380605,
0.0739,-1.9999713336380605,
0.074,1.9931365204036442,
0.0741,1.9999626400329542,
0.0742,1.999971323770884,
0.0743,1.9999713336282292,
0.0744,1.999971333638783,
0.0745,1.9999713336387939,
0.0746,1.9999713336387939,
0.0747,1.9999713336387939,
0.0748,1.9999713336387939,
0.0749,1.9999713336387939,
0.075,1.9999713336387939,
0.0751,-1.9931365204029108,
0.0752,-1.9999626400322208,
0.0753,-1.9999713237701506,
0.0754,-1.9999713336274958,
0.0755,-1.9999713336380496,
0.0756,-1.9999713336380605,
0.0757,-1.9999713336380605,
0.0758,-1.9999713336380605,
0.0759,-1.9999713336380605,
0.076,1.9931365204036442,
0.0761,1.9999626400329542,
0.0762,1.999971323770884,
0.0763,1.9999713336282292,
0.0764,1.999971333638783,
0.0765,1.9999713336387939,
0.0766,1.9999713336387939,
0.0767,1.9999713336387939,
0.0768,1.9999713336387939,
0.0769,1.9999713336387939,
0.077,1.9999713336387939,
0.0771,-1.9931365204029108,
0.0772,-1.9999626400322208,
0.0773,-1.9999713237701506,
0.0774,-1.9999713336274958,
0.0775,-1.9999713336380496,
0.0776,-1.9999713336380605,
0.0777,-1.9999713336380605,
0.0778,-1.9999713336380605,
0.0779,-1.9999713336380605,
0.078,1.9931365204036442,
0.0781,1.9999626400329542,
0.0782,1.999971323770884,
0.0783,1.9999713336282292,
0.0784,1.999971333638783,
0.0785,1.9999713336387939,
0.0786,1.9999713336387939,
0.0787,1.9999713336387939,
0.0788,1.9999713336387939,
0.0789,1.9999713336387939,
0.079,-1.9931365204029108,
0.0791,-1.9999626400322208,
0.0792,-1.9999713237701506,
0.0793,-1.9999713336274958,
0.0794,-1.9999713336380496,
0.0795,-1.9999713336380605,
0.0796,-1.9999713336380605,
0.0797,-1.9999713336380605,
0.0798,-1.9999713336380605,
0.0799,-1.9999713336380605,
0.08,1.9931365204036442,
0.0801,1.9999626400329542,
0.0802,1.999971323770884,
0.0803,1.9999713336282292,
0.0804,1.999971333638783,
0.0805,1.9999713336387939,
0.0806,1.9999713336387939,
0.0807,1.9999713336387939,
0.0808,1.9999713336387939,
0.0809,1.9999713336387939,
0.081,-1.9931365204029108,
0.0811,-1.9999626400322208,
0.0812,-1.9999713237701506,
0.0813,-1.9999713336274958,
0.0814,-1.9999713336380496,
0.0815,-1.9999713336380605,
0.0816,-1.9999713336380605,
0.0817,-1.9999713336380605,
0.0818,-1.9999713336380605,
0.0819,-1.9999713336380605,
0.082,1.9931365204036442,
0.0821,1.9999626400329542,
0.0822,1.999971323770884,
0.0823,1.9999713336282292,
0.0824,1.999971333638783,
0.0825,1.9999713336387939,
0.0826,1.9999713336387939,
0.0827,1.9999713336387939,
0.0828,1.9999713336387939,
0.0829,1.9999713336387939,
0.083,-1.9931365204029108,
0.0831,-1.9999626400322208,
0.0832,-1.9999713237701506,
0.0833,-1.9999713336274958,
0.0834,-1.9999713336380496,
0.0835,-1.9999713336380605,
0.0836,-1.9999713336380605,
0.0837,-1.9999713336380605,
0.0838,-1.9999713336380605,
0.0839,-1.9999713336380605,
0.084,1.9931365204036442,
0.0841,1.9999626400329542,
0.0842,1.999971323770884,
0.0843,1.9999713336282292,
0.0844,1.999971333638783,
0.0845,1.9999713336387939,
0.0846,1.9999713336387939,
0.0847,1.9999713336387939,
0.0848,1.9999713336387939,
0.0849,1.9999713336387939,
0.085,-1.9931365204029108,
0.0851,-1.9999626400322208,
0.0852,-1.9999713237701506,
0.0853,-1.9999713336274958,
0.0854,-1.9999713336380496,
0.0855,-1.9999713336380605,
0.0856,-1.9999713336380605,
0.0857,-1.9999713336380605,
0.0858,-1.9999713336380605,
0.0859,-1.9999713336380605,
0.086,-1.9999713336380605,
0.0861,1.9931365204036442,
0.0862,1.9999626400329542,
0.0863,1.999971323770884,
0.0864,1.9999713336282292,
0.0865,1.999971333638783,
0.0866,1.9999713336387939,
0.0867,1.9999713336387939,
0.0868,1.9999713336387939,
0.0869,1.9999713336387939,
0.087,-1.9931365204029108,
0.0871,-1.9999626400322208,
0.0872,-1.9999713237701506,
0.0873,-1.9999713336274958,
0.0874,-1.9999713336380496,
0.0875,-1.9999713336380605,
0.0876,-1.9999713336380605,
0.0877,-1.9999713336380605,
0.0878,-1.9999713336380605,
0.0879,-1.9999713336380605,
0.088,-1.9999713336380605,
0.0881,1.9931365204036442,
0.0882,1.9999626400329542,
0.0883,1.999971323770884,
0.0884,1.9999713336282292,
0.0885,1.999971333638783,
0.0886,1.9999713336387939,
0.0887,1.9999713336387939,
0.0888,1.9999713336387939,
0.0889,1.9999713336387939,
0.089,1.9999713336387939,
0.0891,-1.9931365204029108,
0.0892,-1.9999626400322208,
0.0893,-1.9999713237701506,
0.0894,-1.9999713336274958,
0.0895,-1.9999713336380496,
0.0896,-1.9999713336380605,
0.0897,-1.9999713336380605,
0.0898,-1.9999713336380605,
0.0899,-1.9999713336380605,
0.09,-1.9999713336380605,
0.0901,1.9931365204036442,
0.0902,1.9999626400329542,
0.0903,1.999971323770884,
0.0904,1.9999713336282292,
0.0905,1.999971333638783,
0.0906,1.9999713336387939,
0.0907,1.9999713336387939,
0.0908,1.9999713336387939,
0.0909,1.9999713336387939,
0.091,-1.9931365204029108,
0.0911,-1.9999626400322208,
0.0912,-1.9999713237701506,
0.0913,-1.9999713336274958,
