Frequency,DB(MAG(V(Out))),PHDEG(V(Out)),
1,-57.18806312278047,89.97114077795767,
1.1220184543019633,-56.188062514358386,89.96761941842381,
1.2589254117941673,-55.18806174840037,89.96366838688391,
1.4125375446227544,-54.18806078411637,89.95923525498816,
1.5848931924611134,-53.18805957015476,89.95426119697612,
1.7782794100389228,-52.1880580418677,89.94868020899914,
1.9952623149688795,-51.18805611786833,89.94241823315419,
2.2387211385683394,-50.18805369569671,89.9353921745898,
2.51188643150958,-49.18805064636345,89.92750879861839,
2.8183829312644537,-48.18804680748056,89.91866349316795,
3.1622776601683795,-47.18804197461369,89.90873888010573,
3.5481338923357546,-46.18803589039534,89.89760325694228,
3.9810717055349727,-45.188028230819164,89.88510884814663,
4.466835921509631,-44.18801858798549,89.87108984273941,
5.011872336272723,-43.188006448379426,89.85536019194127,
5.623413251903491,-42.187991165524444,89.8377111373951,
6.3095734448019325,-41.187971925555665,89.81790843679829,
7.0794578438413795,-40.18794770387907,89.79568924961654,
7.943282347242815,-39.187917210609235,89.77075864082747,
8.912509381337456,-38.187878821879664,89.74278565527352,
10,-37.187830493368494,89.71139890908296,
11.220184543019634,-36.18776965143474,89.6761816376096,
12.589254117941673,-35.18769305606874,89.63666613128555,
14.125375446227544,-34.18759662835951,89.59232748146317,
15.848931924611135,-33.18747523329342,89.54257654747809,
17.78279410038923,-32.18732240632051,89.4867520434449,
19.952623149688797,-31.18713000913265,89.42411162824348,
22.387211385683397,-30.186887796330847,89.35382186416068,
25.118864315095802,-29.186582869918638,89.27494688790046,
28.183829312644537,-28.186198992593006,89.18643561106168,
31.622776601683793,-27.18571572329704,89.08710723419333,
35.48133892335755,-26.18510732905433,88.97563481709396,
39.81071705534973,-25.1843414152236,88.85052659524494,
44.66835921509631,-24.183377201369918,88.71010466414774,
50.11872336272723,-23.182163351161737,88.55248056426336,
56.23413251903491,-22.180635241091313,88.37552718133949,
63.09573444801932,-21.178711523156746,88.17684621901806,
70.7945784384138,-20.176289799414175,87.9537302869379,
79.43282347242815,-19.173241179623812,87.7031183555557,
89.12509381337455,-18.169403434753278,87.42154292632674,
100,-17.16457238604352,87.105066706211,
112.20184543019634,-16.158491078306646,86.74920579127273,
125.89254117941672,-15.15083617317973,86.34883525693142,
141.25375446227542,-14.141200858853747,85.89807147714751,
158.48931924611134,-13.12907340299502,85.39012323579126,
177.82794100389228,-12.113810271904745,84.81710042645615,
199.52623149688796,-11.094602501568366,84.16976436885966,
223.87211385683395,-10.070433743766667,83.4371967406199,
251.188643150958,-9.040028150701058,82.60635364468442,
281.83829312644536,-8.001786074307343,81.66145552197938,
316.22776601683796,-6.953705601082978,80.58313944987444,
354.81338923357544,-5.893288571885998,79.34726291872553,
398.10717055349727,-4.817431716620334,77.92318938473109,
446.68359215096314,-3.722308542452656,76.27129253795229,
501.1872336272723,-2.6032593430650643,74.33926699388553,
562.341325190349,-1.4547333768091881,72.05659550102479,
630.9573444801932,-0.27038747219176656,69.32615465320995,
707.9457843841379,0.956418755910281,66.01141873340086,
794.3282347242815,2.2311847060515846,61.91717632615668,
891.2509381337455,3.5546660578201807,56.761934676916894,
1000,4.914511648955814,50.144654471747145,
1122.0184543019634,6.2674363344751995,41.52841580870138,
1258.9254117941673,7.5075738568343136,30.3251504879124,
1412.5375446227542,8.435037936291442,16.26872758671447,
1584.8931924611136,8.79548888999967,0.13138218611655988,
1778.2794100389228,8.457268642438564,-16.046672718394603,
1995.2623149688795,7.544501812118668,-30.197373795755556,
2238.7211385683395,6.310934814026211,-41.5034925478186,
2511.8864315095802,4.959580388049407,-50.20942935014219,
2818.382931264454,3.5990207298126746,-56.900980739995205,
3162.2776601683795,2.2740235129484576,-62.11930525451619,
3548.133892335755,0.9976066782562173,-66.27018084058942,
3981.0717055349724,-0.2307241089918872,-69.63886149908298,
4466.835921509632,-1.416387310158743,-72.42333755808384,
5011.872336272723,-2.5660173359226732,-74.76221426599155,
5623.413251903491,-3.685979746984314,-76.75425364837791,
6309.573444801932,-4.781856144514613,-78.47135657034518,
7079.457843841379,-5.858337487672295,-79.96708312405826,
