Frequency,DB(MAG(V(Out))),PHDEG(V(Out)),
1,12.041198112011893,179.96400000473778,
1.2589254117941673,12.04119710919788,179.95467869462823,
1.5848931924611134,12.041195519845257,179.94294386393193,
1.9952623149688795,12.041193000892292,179.9281705942924,
2.51188643150958,12.04118900862388,179.90957216354934,
3.1622776601683795,12.04118268131237,179.8861581540448,
3.9810717055349727,12.041172653218311,179.8566817175114,
5.011872336272723,12.041156759807736,179.81957319229704,
6.3095734448019325,12.041131570568652,179.77285654596182,
7.943282347242815,12.041091648614369,179.7140442097961,
10,12.0410283773325,179.64000473730152,
12.589254117941673,12.04092810099672,179.54679630377967,
15.848931924611135,12.04076917845732,179.429457309567,
19.952623149688797,12.040517315118288,179.28174319365635,
25.118864315095802,12.04011816854419,179.09579595633645,
31.622776601683793,12.039485638990294,178.86172981693684,
39.81071705534973,12.038483335875943,178.56711298422704,
50.11872336272723,12.03689526617554,178.19632200895285,
63.09573444801932,12.03437953422212,177.7297424226177,
79.43282347242815,12.030395350461033,177.142789142233,
100,12.024088322193206,176.40472622016773,
125.89254117941672,12.014111080184326,175.47728556569413,
158.48931924611134,11.998345019330683,174.31313305004616,
199.52623149688796,11.973474148214578,172.854335332045,
251.188643150958,11.934345921460107,171.031189170867,
316.22776601683796,11.873045060261624,168.76215901548548,
398.10717055349727,11.777628104721568,165.95630899859776,
501.1872336272723,11.630569725434741,162.52051277883916,
630.9573444801932,11.407241636218043,158.37453633780493,
794.3282347242815,11.075255643611419,153.47662261107826,
1000,10.596129710356768,147.8580923649163,
1258.9254117941673,9.93082047176521,141.655785828684,
1584.8931924611136,9.049063045540196,135.12006318355995,
1995.2623149688795,7.939057382277128,128.57811263730275,
2511.8864315095802,6.611801169372919,122.35864303639157,
3162.2776601683795,5.097041808847812,116.71575209228098,
3981.0717055349724,3.4336839341186205,111.79049983873757,
5011.872336272723,1.6603536401811279,107.61755071616201,
6309.573444801932,-0.19029036549045245,104.15716580648571,
7943.282347242815,-2.093339794894323,101.3299957344671,
10000,-4.031035439183274,99.04306107912673,
12589.254117941671,-5.991259114712801,97.20518195193407,
15848.931924611135,-7.965973200152831,95.73441699310166,
19952.623149688796,-9.949942782051673,94.56062329401585,
25118.8643150958,-11.939797741896237,93.62545569705357,
31622.776601683792,-13.933384439074635,92.88122034211612,
39810.71705534973,-15.929333040176916,92.28934664020726,
50118.72336272723,-17.92677483428226,91.81884983269504,
63095.73444801933,-19.925159939787147,91.44494288275494,
79432.82347242815,-21.924140701188033,91.14784872761253,
100000,-23.92349748200849,90.91181366962297,
125892.54117941672,-25.923091589120617,90.72430190734808,
158489.31924611135,-27.92283546850186,90.57534476567477,
199526.23149688795,-29.922673859544307,90.45701826093308,
251188.643150958,-31.922571888091245,90.36302534970586,
316227.7660168379,-33.922507547222054,90.28836270922905,
398107.1705534973,-35.92246695038762,90.22905535550176,
501187.2336272723,-37.92244133532152,90.18194549390026,
630957.3444801932,-39.92242517322968,90.14452462226679,
794328.2347242815,-41.922414975608206,90.11480007793303,
1000000,-43.92240854133171,90.0911889882844,
1258925.4117941672,-45.92240448157279,90.07243401066061,
1584893.1924611134,-47.922401920036144,90.05753639113406,
1995262.3149688796,-49.92240030381499,90.04570278567144,
2511886.43150958,-51.92239928404808,90.03630301590594,
3162277.6601683795,-53.92239864061854,90.02883651196397,
3981071.7055349727,-55.92239823464188,90.02290565635789,
5011872.336272723,-57.92239797848792,90.01819460993792,
6309573.444801932,-59.9223978168657,90.01445249257307,
7943282.347242815,-61.92239771488895,90.01148002300317,
10000000,-63.92239765054598,90.00911890645223,
12589254.117941672,-65.9223976099483,90.007243404888,
15848931.924611134,-67.92239758433291,90.00575364103015,
19952623.149688795,-69.92239756817068,90.00457027952935,
25118864.3150958,-71.922397557973,90.0036303020748,
31622776.60168379,-73.92239755153872,90.00288365144155,
39810717.05534972,-75.92239754747894,90.00229056576177,
50118723.362727225,-77.92239754491739,90.00181946106085,
63095734.448019326,-79.92239754330119,90.00144524929583,
79432823.47242814,-81.92239754228142,90.00114800232583,
100000000,-83.92239754163796,90.00091189066582,
125892541.17941672,-85.92239754123202,90.00072434050895,
158489319.24611136,-87.92239754097585,90.00057536412548,
199526231.49688795,-89.92239754081423,90.00045702797976,
251188643.150958,-91.92239754071225,90.00036303024054,
316227766.01683795,-93.9223975406479,90.0002883651854,
398107170.55349725,-95.92239754060732,90.0002290566279,
501187233.6272723,-97.92239754058168,90.00018194617111,
630957344.4801933,-99.92239754056553,90.00014452501141,
794328234.7242815,-101.92239754055534,90.00011480033557,
1000000000,-103.9223975405489,90.00009118919621,
