Time,V(Out4),
0,0.00047399970640057477,
5e-7,-0.0008828676606273857,
0.000001,-0.003027992880327766,
0.0000015,-0.005612314538039097,
0.000002,-0.008441693904059662,
0.0000025,-0.011408037057169054,
0.000003,-0.014451116161574882,
0.0000035,-0.017537327527117577,
0.000004,-0.02064782748489266,
0.0000045,-0.02377193785853599,
0.000005,-0.02690354652554563,
0.0000055,-0.030039154396878195,
0.000006,-0.03317677955485448,
0.0000065,-0.03631531421249696,
0.000007,-0.03945414297330524,
0.0000075,-0.04259292115295973,
0.000008,-0.045731450279824906,
0.0000085,-0.048869610138329245,
0.000009,-0.05200732231107736,
0.0000095,-0.05514453073988822,
0.00001,-0.0582811913461855,
0.0000105,-0.061417266463326736,
0.000011,-0.06455272183803748,
0.0000115,-0.06768785666522657,
0.000012,-0.07082227164319313,
0.0000125,-0.07395584440893439,
0.000013,-0.07708858281222292,
0.0000135,-0.08022049308451647,
0.000014,-0.08335156775817441,
0.0000145,-0.08648178949644539,
0.000015,-0.0896111350542522,
0.0000155,-0.092739577810881,
0.000016,-0.0958670892451859,
0.0000165,-0.09899363977351724,
0.000017,-0.1021191992223337,
0.0000175,-0.10524373709432555,
0.000018,-0.10836722271827724,
0.0000185,-0.11148962533353153,
0.000019,-0.1146109141376703,
0.0000195,-0.11773105831350224,
0.00002,-0.12085002704440406,
0.0000205,-0.12396778952310401,
0.000021,-0.12708431495677108,
0.0000215,-0.13019957257002307,
0.000022,-0.13331353160675458,
0.0000225,-0.13642616133130236,
0.000023,-0.13953743102922822,
0.0000235,-0.14264731000788827,
0.000024,-0.14575576759687292,
0.0000245,-0.1488627731483732,
0.000025,-0.1519682960374997,
0.0000255,-0.15507230566257535,
0.000026,-0.15817477144540334,
0.0000265,-0.16127566283152187,
0.000027,-0.16437494929044555,
0.0000275,-0.16747260031589953,
0.000028,-0.17056858542603792,
0.0000285,-0.17366287416365833,
0.000029,-0.17675543609640404,
0.0000295,-0.17984624081696154,
0.00003,-0.18293525794324617,
0.0000305,-0.18602245711858126,
0.000031,-0.1891078080118696,
0.0000315,-0.19219128031775698,
0.000032,-0.19527284375678686,
0.0000325,-0.19835246807554832,
0.000033,-0.201430123046818,
0.0000335,-0.20450577846969317,
0.000034,-0.20757940416971724,
0.0000345,-0.2106509699989999,
0.000035,-0.21372044583632938,
0.0000355,-0.21678780158728014,
0.000036,-0.21985300718431125,
0.0000365,-0.2229160325868599,
0.000037,-0.22597684778143126,
0.0000375,-0.22903542278167843,
0.000038,-0.23209172762848013,
0.0000385,-0.23514573239001138,
0.000039,-0.23819740716181056,
0.0000395,-0.24124672206683906,
0.00004,-0.24429364725553943,
0.0000405,-0.24733815290588643,
0.000041,-0.25038020922343507,
0.0000415,-0.2534197864413661,
0.000042,-0.2564568548205247,
0.0000425,-0.259491384649459,
0.000043,-0.2625233462444519,
0.0000435,-0.26555270994955466,
0.000044,-0.2685794461366128,
0.0000445,-0.27160352520529196,
0.000045,-0.27462491758310315,
0.0000455,-0.27764359372542435,
0.000046,-0.28065952411551875,
0.0000465,-0.28367267926455536,
0.000047,-0.28668302971162674,
0.0000475,-0.289690546023765,
0.000048,-0.2926951987959584,
0.0000485,-0.29569695865116896,
0.000049,-0.29869579624034664,
0.0000495,-0.30169168224244625,
0.00005,-0.3046845873644456,
0.0000505,-0.30767448234136224,
0.000051,-0.3106613379362729,
0.0000515,-0.3136451249403333,
0.000052,-0.31662581417279967,
0.0000525,-0.3196033764810531,
0.000053,-0.32257778274062593,
0.0000535,-0.3255490038552284,
0.000054,-0.32851701075678175,
0.0000545,-0.331481774405448,
0.000055,-0.33444326578967304,
0.0000555,-0.3374014559262213,
0.000056,-0.34035631586022297,
0.0000565,-0.3433078166652212,
0.000057,-0.3462559294432235,
0.0000575,-0.34920062532475793,
0.000058,-0.35214187546893533,
0.0000585,-0.3550796510635134,
0.000059,-0.3580139233249693,
0.0000595,-0.3609446634985744,
0.00006,-0.36387184285847435,
0.0000605,-0.3667954327077781,
0.000061,-0.3697154043786505,
0.0000615,-0.37263172923241056,
0.000062,-0.3755443786596355,
0.0000625,-0.3784533240802738,
0.000063,-0.38135853694376154,
0.0000635,-0.3842599887291477,
0.000064,-0.3871576509452256,
0.0000645,-0.3900514951306707,
0.000065,-0.3929414928541866,
0.0000655,-0.3958276157146572,
0.000066,-0.39870983534130683,
0.0000665,-0.4015881233938689,
0.000067,-0.4044624515627593,
0.0000675,-0.40733279156926155,
0.000068,-0.41019911516571417,
0.0000685,-0.4130613941357129,
0.000069,-0.4159196002943161,
0.0000695,-0.41877370548825776,
0.00007,-0.4216236815961719,
0.0000705,-0.4244695005288223,
0.000071,-0.42731113422934236,
0.0000715,-0.4301485546734833,
0.000072,-0.4329817338698662,
0.0000725,-0.43581064386024965,
0.000073,-0.43863525671979925,
0.0000735,-0.44145554455736946,
0.000074,-0.44427147951579155,
0.0000745,-0.44708328555663396,
0.000075,-0.44989092541314474,
0.0000755,-0.45269402180921736,
0.000076,-0.45549256243629854,
0.0000765,-0.45828656590164446,
0.000077,-0.4610760409863408,
0.0000775,-0.4638609880360046,
0.000078,-0.4666414048911118,
0.0000785,-0.46941729286823564,
0.000079,-0.47218866351530436,
0.0000795,-0.47495554776401433,
0.00008,-0.4777180087382556,
0.0000805,-0.4804761554619351,
0.000081,-0.48323014026330113,
0.0000815,-0.485980101965545,
0.000082,-0.4887260521447644,
0.0000825,-0.4914678199336505,
0.000083,-0.49420513869539157,
0.0000835,-0.49693776411982166,
0.000084,-0.499665519546525,
0.0000845,-0.502388286527085,
0.000085,-0.5051059839843848,
0.0000855,-0.5078185526418668,
0.000086,-0.5105259456521113,
0.0000865,-0.51322812326238,
0.000087,-0.5159250498124843,
0.0000875,-0.5224744775189097,
0.000088,-0.548101558622349,
0.0000885,-0.5625695688431542,
0.000089,-0.5717937451023065,
0.0000895,-0.57851474812764,
0.00009,-0.5840005245627844,
0.0000905,-0.5888364901767511,
0.000091,-0.5932920941385501,
0.0000915,-0.5974907094968285,
0.000092,-0.6014882943905953,
0.0000925,-0.60530977515527,
0.000093,-0.6089658560605626,
0.0000935,-0.6124607767764506,
0.000094,-0.6157958880387753,
0.0000945,-0.6189712977735784,
0.000095,-0.6219866280122905,
0.0000955,-0.6248413625495332,
0.000096,-0.6275350064782725,
0.0000965,-0.630067159346021,
0.000097,-0.6324375486734974,
0.0000975,-0.6346460452738507,
0.000098,-0.6366926701877151,
0.0000985,-0.6385775977193519,
0.000099,-0.6403011566192561,
0.0000995,-0.6418638303439715,
0.0001,-0.6432662568157347,
0.0001005,-0.6445092278735485,
0.000101,-0.6455936885025404,
0.0001015,-0.6465207358811723,
0.000102,-0.6472916182646066,
0.0001025,-0.6479077337130754,
0.000103,-0.6483706286699387,
0.0001035,-0.6486819963923482,
0.000104,-0.6488436752367255,
0.0001045,-0.6488576468010335,
0.000105,-0.6487260339257993,
0.0001055,-0.6484510985559081,
0.000106,-0.6480352394653094,
0.0001065,-0.647480989846876,
0.000107,-0.6467910147698095,
0.0001075,-0.6459681085070963,
0.000108,-0.6450151917356529,
0.0001085,-0.6439353086119218,
0.000109,-0.642731623725809,
0.0001095,-0.6414074189359613,
0.00011,-0.6399660900895104,
0.0001105,-0.6384111436295239,
0.000111,-0.6367461930935018,
0.0001115,-0.634974955506384,
0.000112,-0.6331012476716175,
0.0001125,-0.6311289823639528,
0.000113,-0.6290621644277211,
0.0001135,-0.6269048867844438,
0.000114,-0.6246613263537133,
0.0001145,-0.6223357398913695,
0.000115,-0.6199324597490834,
0.0001155,-0.6174558895595242,
0.000116,-0.6149104998513764,
0.0001165,-0.612300823598529,
0.000117,-0.6096314517078277,
0.0001175,-0.6069070284498473,
0.000118,-0.6041322468371894,
0.0001185,-0.6013118439548676,
0.000119,-0.6006969377585727,
0.0001195,-0.6006991848623963,
0.00012,-0.6007007863811696,
0.0001205,-0.6007020877708057,
0.000121,-0.6007032555060268,
0.0001215,-0.6007043679643853,
0.000122,-0.6007054601640979,
0.0001225,-0.6007065457880972,
0.000123,-0.6007076280280482,
0.0001235,-0.6007087049253866,
0.000124,-0.6007097720037071,
0.0001245,-0.6007108235678984,
0.000125,-0.6007118533470148,
0.0001255,-0.6007128548141015,
0.000126,-0.6007138213469868,
0.0001265,-0.6007147463107646,
0.000127,-0.6007156231017002,
0.0001275,-0.6007164451721105,
0.000128,-0.619062646123,
0.0001285,-0.6641109034100737,
0.000129,-0.6903705776254144,
0.0001295,-0.7060760240205941,
0.00013,-0.7158488894919923,
0.0001305,-0.7222844049845869,
0.000131,-0.7268407753134207,
0.0001315,-0.7303460966042831,
0.000132,-0.7332657088746165,
0.0001325,-0.7358409234394213,
0.000133,-0.7382141977745884,
0.0001335,-0.7404696252957539,
0.000134,-0.7426553352584856,
0.0001345,-0.7447985487239817,
0.000135,-0.74691460280386,
0.0001355,-0.749012126416101,
0.000136,-0.7510959694089525,
0.0001365,-0.7531688537862941,
0.000137,-0.7552323035500287,
0.0001375,-0.757287168194793,
0.000138,-0.7593339174355022,
0.0001385,-0.7613728071515259,
0.000139,-0.7634039728283412,
0.0001395,-0.7654274821779089,
0.00014,-0.7674433647732459,
0.0001405,-0.7694516287389735,
0.000141,-0.7714522701521459,
0.0001415,-0.7734452783374426,
0.000142,-0.775430638849895,
0.0001425,-0.7774083351550778,
0.000143,-0.7793783495755812,
0.0001435,-0.7813406638241776,
0.000144,-0.7832952593041492,
0.0001445,-0.785242117278453,
0.000145,-0.7871812189649882,
0.0001455,-0.7891125455902314,
0.000146,-0.7910360784194155,
0.0001465,-0.7929517987734968,
0.000147,-0.7948596880386734,
0.0001475,-0.7967597276717049,
0.000148,-0.7986518992028745,
0.0001485,-0.8005361842376145,
0.000149,-0.8024125644573834,
0.0001495,-0.8042810216201169,
0.00015,-0.806141537560444,
0.0001505,-0.807994094189768,
0.000151,-0.809838673496273,
0.0001515,-0.8116752575448881,
0.000152,-0.8135038284772285,
0.0001525,-0.8153243685115263,
0.000153,-0.8171368599425517,
0.0001535,-0.8189412851415362,
0.000154,-0.820737626556092,
0.0001545,-0.8225258667101352,
0.000155,-0.8243059882038083,
0.0001555,-0.8260779737134084,
0.000156,-0.8278418059913124,
0.0001565,-0.8295974678659148,
0.000157,-0.8313449422415606,
0.0001575,-0.8330842120984853,
0.000158,-0.834815260492759,
0.0001585,-0.8365380705562362,
0.000159,-0.8382526254965074,
0.0001595,-0.8399589085968556,
0.00016,-0.8416569032162214,
0.0001605,-0.8433465927891687,
0.000161,-0.8450279608258568,
0.0001615,-0.8467009909120232,
0.000162,-0.8483656667089637,
0.0001625,-0.8500219719535239,
0.000163,-0.8516698904580947,
0.0001635,-0.8533094061106183,
0.000164,-0.8549405028745917,
0.0001645,-0.8565631647890863,
0.000165,-0.8581773759687684,
0.0001655,-0.8597831206039273,
0.000166,-0.8613803829605134,
0.0001665,-0.8629691473801786,
0.000167,-0.8645493982803274,
0.0001675,-0.8661211201541748,
0.000168,-0.8676842975708092,
0.0001685,-0.8692389151752663,
0.000169,-0.8707849576886082,
0.0001695,-0.8723224099080096,
0.00017,-0.8738512567068536,
0.0001705,-0.8753714830348354,
0.000171,-0.8768830739180691,
0.0001715,-0.8783860144592104,
0.000172,-0.8798802898375785,
0.0001725,-0.8813658853092912,
0.000173,-0.8828427862074093,
0.0001735,-0.8843109779420812,
0.000174,-0.8857704460007041,
0.0001745,-0.8872211759480866,
0.000175,-0.8886631534266234,
0.0001755,-0.8900964306480477,
0.000176,-0.891521341364915,
0.0001765,-0.8929373566245162,
0.000177,-0.894344457014251,
0.0001775,-0.8957426730339744,
0.000178,-0.8971320256833015,
0.0001785,-0.8985125249693986,
0.000179,-0.8998841746949898,
0.0001795,-0.9012469766191459,
0.00018,-0.9026009338228465,
0.0001805,-0.9039460539931808,
0.000181,-0.905282353408329,
0.0001815,-0.9066098623340796,
0.000182,-0.9079286319544024,
0.0001825,-0.9092387404331022,
0.000183,-0.9105402889607666,
0.0001835,-0.9118333708380493,
0.000184,-0.9131180106759144,
0.0001845,-0.9143941206686196,
0.000185,-0.9156615287921395,
0.0001855,-0.9169200511870167,
0.000186,-0.9181695412383098,
0.0001865,-0.9194098979932902,
0.000187,-0.92064105504071,
0.0001875,-0.9218629677083501,
0.000188,-0.9230756040818834,
0.0001885,-0.9242789396047114,
0.000189,-0.9254729539906301,
0.0001895,-0.9266576294832692,
0.00019,-0.9278329498781004,
0.0001905,-0.9289988999735681,
0.000191,-0.9470233100723027,
0.0001915,-0.959336593893319,
0.000192,-0.9660962371841582,
0.0001925,-0.9702005222164015,
0.000193,-0.9729912852186956,
0.0001935,-0.9750888151173532,
0.000194,-0.9767792684974025,
0.0001945,-0.9781942761682557,
0.000195,-0.9793941285973866,
0.0001955,-0.980406263930442,
0.000196,-0.9812430560556062,
0.0001965,-0.9819100261571918,
0.000197,-0.9824096287055427,
0.0001975,-0.9827429946485547,
0.000198,-0.9829107328161995,
0.0001985,-0.9829132976805641,
0.000199,-0.9827511576923819,
0.0001995,-0.982424872007262,
0.0002,-0.98193512515572,
0.0002005,-0.9812827423974799,
0.000201,-0.9804686961779949,
0.0002015,-0.979494108451254,
0.000202,-0.9783602510433541,
0.0002025,-0.9770685450475358,
0.000203,-0.9756205597013647,
0.0002035,-0.9740180109510199,
0.000204,-0.9722627597961684,
0.0002045,-0.9703568104584648,
0.000205,-0.9683023083940666,
0.0002055,-0.9661015381604046,
0.000206,-0.963756921142999,
0.0002065,-0.9612710131461908,
0.000207,-0.9586465018508709,
0.0002075,-0.9558862041420362,
0.000208,-0.9529930633089344,
0.0002085,-0.9499701461206208,
0.000209,-0.9468206397798339,
0.0002095,-0.9435478487582167,
0.00021,-0.9401551915159875,
0.0002105,-0.9366461971093247,
0.000211,-0.9330245016887891,
0.0002115,-0.9292938448922674,
0.000212,-0.9254580661359633,
0.0002125,-0.9215211008071255,
0.000213,-0.9174869763622471,
0.0002135,-0.9133598083346063,
0.000214,-0.90914379625507,
0.0002145,-0.9048432194901967,
0.000215,-0.9009146359613495,
0.0002155,-0.8990045952708946,
0.000216,-0.898224367429131,
0.0002165,-0.9196447242168357,
0.000217,-0.9452114430496295,
0.0002175,-0.9598581556106843,
0.000218,-0.9683676833067878,
0.0002185,-0.9734247608785648,
0.000219,-0.9765371320233383,
0.0002195,-0.9785530084631263,
0.00022,-0.9799616853449384,
0.0002205,-0.981023986641943,
0.000221,-0.9818766055373549,
0.0002215,-0.9826039364813133,
0.000222,-0.9832559366258432,
0.0002225,-0.9838611856349444,
0.000223,-0.9844358467679506,
0.0002235,-0.9849890291593125,
0.000224,-0.9855258606656065,
0.0002245,-0.986049226409814,
0.000225,-0.9865607487629923,
0.0002255,-0.9870613391800402,
0.000226,-0.987551508876891,
0.0002265,-0.9880315437413518,
0.000227,-0.9885016028152755,
0.0002275,-0.9889617737489458,
0.000228,-0.9894121040294382,
0.0002285,-0.989852618567688,
0.000229,-0.9902833296037239,
0.0002295,-0.9907042422857036,
0.00023,-0.9911153578123832,
0.0002305,-0.99151667520322,
0.000231,-0.9919081922954551,
0.0002315,-0.9922899063057522,
0.000232,-0.992661814146552,
0.0002325,-0.9930239126042334,
0.000233,-0.9933761984394317,
